0x1f615	ਕਿਹੜਾ,
0x1f683	ਟ੍ਰਾਮ,
0x1f684	ਗਤੀ,
0x1f685	ਗੋਲੀ,
0x1f69d	ਵਾਹਨ,
0x1f68d	ਬੱਸ,
0x1f68e	ਟ੍ਰਾਮ,
0x1f692	ਟਰੱਕ,
0x1f696	ਟੈਕਸੀ,
0x1f69a	ਜਣੇਪਾ,
0x1f6f4	ਲਾਕ,
0x1f6e3	ਹਾਈਵੇ,ਮਾਰਗ,
0x1f6a5	ਸੜਕ ਤੇ ਚਲਣ ਦੇ ਨਿਯਮ,
0x1f6a7	ਨਾਕਾ,
0x1f6d1	ਅਸਰ,
0x1f6eb	ਕੂਚ,
0x1f4ba	ਕੁਰਸੀ,
0x1f69f	ਨਿਲੰਬਨ,
0x1f6a1	ਹਵਾਈ,ਟ੍ਰਾਮ,
0x1f6aa	ਬੂਹਾ,
0x1f6bd	ਟਾਇਲਟ,
0x231b	ਰੇਤ,
0x23f3	ਰੇਤ ਘੜੀ,
0x1f313	ਅਸਥਾਨ,
0x1f32a	ਝੱਖਡ਼,
0x2614	ਟੇਪਾ,
0x1f383	ਲਾਲਟੈਣ,
0x1f38b	ਝੰਡਾ,
0x1f38d	ਪਾਈਨ,
0x1f391	ਰਸਮ,
0x1f397	ਸਮਰਨ ਪੱਤਰ,
0x1f396	ਤਮਗ਼ਾ,ਫ਼ੌਜ,
0x1f947	ਪਹਿਲਾ,
0x1f948	ਚਾਂਦੀ,
0x1f949	ਤੀਜਾ,
0x1f3d1	ਖੇਤ,ਹਾਕੀ,
0x1f3f8	ਚਿੜੀ,
0x1f94a	ਮੁੱਕੇਬਾਜ਼ੀ,
0x1f94b	ਜੂਡੋ,ਕਰਾਟੇ,ਇਕ ਸਮਾਨ,
0x1f945	ਟੀਚਾ,ਨੈੱਟ,
0x1f3af	ਬਰਛਾ,ਟੀਚਾ,
0x1f0cf	ਵਾਈਲਡਕਾਰਡ,
0x1f507	ਅਬੋਲ,
0x1f509	ਮਾਧਿਅਮ,
0x1f399	ਮਾਇਕਰੋਫੋਨ,
0x1f39a	ਚੌਰਸ,ਸਲਾਇਡਰ,
0x1f39b	ਕਾਬੂ,
0x1f3b9	ਕੀਬੋਰਡ,ਪਿਆਨੋ,
0x1f941	ਢੋਲ,
0x1f50b	ਬੈਟਰੀ,
0x1f50c	ਡਾਟ,
0x1f4bb	ਆਪਣਾ,
0x1f5a5	ਡੈਸਕਟੌਪ,
0x1f39e	ਫ਼ਿਲਮ,
0x1f4fa	ਟੈਲੀਵੀਜਨ,
0x1f4f8	ਫਲੈਸ਼,
0x1f50d	ਜਾਂਚ,
0x1f52c	ਵਿਗਿਆਨ,
0x1f4e1	ਡਿਸ਼,ਉਪਗ੍ਰਹਿ,
0x1f4d4	ਜਿਲਦ,ਕਾਪੀ,
0x1f4c3	ਦਸਤਾਵੇਜ਼,ਸਫ਼ਾ,
0x1f4f0	ਖਬਰ,
0x1f5de	ਅਖਬਾਰ,
0x1f3f7	ਚੇਪੀ,
0x1f4b4	ਯੇਨ,
0x1f4b3	ਉਧਾਰ,
0x1f4b9	ਚਾਰਟ,ਉਤਪਤੀ,ਮਾਰਕੀਟ,
0x1f4b1	ਅਦਲ ਬਦਲ,
0x2709	ਈ-ਮੇਲ,
0x1f4e8	ਈ-ਮੇਲ,ਲਿਫ਼ਾਫ਼ਾ,
0x1f4e4	ਆਉਟ ਬਾਕਸ,
0x1f4e5	ਇਨਬਾਕਸ,
0x1f4eb	ਪੱਤਰ ਡੱਬਾ,
0x1f5f3	ਬੈਲਟ,
0x270f	ਪੈਨਸਿਲ,
0x2712	ਕਲਮ,
0x1f4c1	ਲਿਖਤ ਪੱਤਰ,ਫੋਲਡਰ,
0x1f4c6	ਜੰਤਰੀ,
0x1f4cb	ਕਲਿਪਬੋਰਡ,
0x1f4cc	ਅਰਲੀ,
0x1f587	ਲਿੰਕ,
0x1f4cf	ਨਿਜ਼ਾਮ,
0x1f4d0	ਸੈਟ,
0x1f5c4	ਵਜ਼ਾਰਤ,
0x1f50f	ਸਿਆਹੀ,ਸਤਰ,
0x1f5dd	ਉਘ ਸੁਘ,
0x26cf	ਖਾਣਕਾਰੀ,
0x2692	ਹਥੌੜਾ,ਚੋਣ,
0x1f3f9	ਤੀਰਅੰਦਾਜ਼ੀ,
0x1f5dc	ਸੰਕੁਚਿਤ ਕਰੋ,
0x2697	ਰਸਾਇਣ ਵਿਗਿਆਨ,
0x26d3	ਲੜੀ,
0x26b1	ਸੁਆਹ,ਮੌਤ ਦੀਆਂ ਰਸਮਾਂ,
0x1f6e2	ਤੇਲ,
0x1f6d2	ਕਾਰਟ,
0x267f	ਪਹੁੰਚ,
0x1f6be	ਕੋਠੜੀ,
0x1f6c2	ਪਾਸਪੋਰਟ,
0x1f6c4	ਅਧਿਕਾਰ,
0x1f6c5	ਅਸਬਾਬ,
0x26a0	ਚਿਤਾਉਣੀ,
0x1f6b8	ਬੱਚਾ,
0x1f51e	ਅਠਾਰਾਂ,
0x2b06	ਉੱਤਰ,
0x2b07	ਦੱਖਣ,
0x2199	ਦੱਖਣ ਪੱਛਮ,
0x1f519	ਪਿਛਲਾ,
0x1f51a	ਅੰਤ,
0x1f51b	ਪਰ,
0x1f51c	ਛੇਤੀ,
0x1f6d0	ਇਬਾਦਤ,
0x269b	ਨਾਸਤਿਕ,ਪਰਮਾਣੂ,
0x2648	ਭੇਡੂ,
0x2649	ਬਲਦ,
0x264b	ਕੇਕਡ਼ਾ,
0x264f	ਬਿੱਛੂ,
0x2651	ਬੱਕਰੀ,
0x26ce	ਸੱਪ,
0x1f502	ਇਕੇਰਾਂ,
0x23e9	ਦੁਗੁਣਾ,ਅਗੇਰੇ,
0x23ef	ਠਹਿਰਾਉ,
0x25c0	ਵਿਪਰੀਤ,
0x23ea	ਪਿੱਛੇ ਕਰਨਾ,
0x23f8	ਖੜਾ,
0x23fa	ਰੀਕੌਰਡ,
0x1f505	ਚਮਕ,ਧੀਮਾ,ਤਲੇ,
0x1f4f3	ਮੋਡ,ਕਾਂਬਾ,
0x2695	ਅਮਲਾ,
0x1f531	ਚਿਨ੍ਨ੍ਹ,
0x1f530	ਸਿਖਾਂਦਰੂ,
0x2797	ਤਕਸੀਮ,
0x27b0	ਲੂਪ,
0x303d	ਅੰਗ,
0x2733	ਤਾਰਾ-ਚਿੰਨ੍ਹ,
0x00a9	ਛਾਪ ਅਧਿਕਾਰ,
0x1f520	ਅਪਰਕੇਸ,
0x1f521	ਲੋਅਰਕੇਸ,
0x1f524	ਵਰਣਮਾਲਾ,
0x2139	ਮੈਂ,
0x1f194	ਪਹਿਚਾਣ,
0x1f19a	ਬਨਾਮ,
0x1f4a0	ਭੀਤਰ,
0x1f518	ਰੇਡੀਓ,
0x1f1e6,0x1f1e9	ਅੰਡੋਰਾ,
0x1f1e6,0x1f1eb	ਅਫਗਾਨੀਸਤਾਨ,
0x1f1e6,0x1f1f1	ਅਲਬਾਨੀਆ,
0x1f1e6,0x1f1f2	ਅਰਮੀਨੀਆ,
0x1f1e6,0x1f1f4	ਅੰਗੋਲਾ,
0x1f1e6,0x1f1f6	Antartica,
0x1f1e6,0x1f1f9	ਆਸਟਰੀਆ,
0x1f1e6,0x1f1fc	ਅਰੂਬਾ,
0x1f1e7,0x1f1e9	ਬੰਗਲਾਦੇਸ਼,
0x1f1e7,0x1f1ea	ਬੈਲਜੀਅਮ,
0x1f1e7,0x1f1ec	ਬੁਲਗੇਰੀਆ,
0x1f1e7,0x1f1ed	ਬਹਿਰੀਨ,
0x1f1e7,0x1f1f3	ਬਰੂਨਾਈ,
0x1f1e7,0x1f1f9	ਭੂਟਾਨ,
0x1f1e8,0x1f1e6	ਕੈਨੇਡਾ,
0x1f1e8,0x1f1ed	ਸਵਿਟਜ਼ਰਲੈਂਡ,
0x1f1e8,0x1f1f1	ਚੀਲੇ,
0x1f1e8,0x1f1fe	ਸਾਈਪ੍ਰਸ,
0x1f1e9,0x1f1ea	ਜਰਮਨੀ,
0x1f1e9,0x1f1f0	ਡੇਨਮਾਰਕ,
0x1f1e9,0x1f1ff	ਅਲਜੀਰੀਆ,
0x1f1ea,0x1f1ec	ਮਿਸਰ,
0x1f1ea,0x1f1f8	ਸਪੇਨ,
0x1f1eb,0x1f1ee	ਫਿਨਲੈਂਡ,
0x1f1eb,0x1f1ef	ਫਿਜੀ,
0x1f1eb,0x1f1f7	ਫ਼੍ਰਾਂਸ,
0x1f1ec,0x1f1f1	ਗਰੀਨਲੈਂਡ,
0x1f1ec,0x1f1f7	ਗ੍ਰੀਸ,
0x1f1ed,0x1f1f7	ਕ੍ਰੋਏਸ਼ੀਆ,
0x1f1ee,0x1f1e9	ਇੰਡੋਨੇਸ਼ਿਆ,
0x1f1ee,0x1f1f1	ਇਜ਼ਰਾਈਲ,
0x1f1ee,0x1f1f3	ਭਾਰਤ,
0x1f1ee,0x1f1f6	ਇਰਾਕ,
0x1f1ee,0x1f1f7	ਇਰਾਨ,
0x1f1ee,0x1f1f8	ਆਈਸਲੈਂਡ,
0x1f1ee,0x1f1f9	ਇਟਲੀ,
0x1f1ef,0x1f1f4	ਜਾਰਡਨ,
0x1f1ef,0x1f1f5	ਜਪਾਨ,
0x1f1f0,0x1f1ea	ਕੀਨੀਆ,
0x1f1f0,0x1f1ed	ਕੰਬੋਡਿਆ,
0x1f1f0,0x1f1f7	ਕੋਰੀਆ,
0x1f1f0,0x1f1fc	ਕੁਵੈਤ,
0x1f1f0,0x1f1ff	ਕਜ਼ਾਖ਼ਸਤਾਨ,
0x1f1f1,0x1f1e7	ਲੇਬਨਾਨ,
0x1f1f1,0x1f1fe	ਲੀਬੀਆ,
0x1f1f2,0x1f1e6	ਮੋਰਾਕੋ,
0x1f1f2,0x1f1f1	ਮਾਲੀ,
0x1f1f2,0x1f1f2	ਬਰ੍ਮਾ,ਮਿਆਂਮਾਰ,
0x1f1f2,0x1f1f3	ਮੰਗੋਲੀਆ,
0x1f1f2,0x1f1fd	ਮੇਕਸੀਕੋ,
0x1f1f2,0x1f1fe	ਮਲੇਸ਼ਿਆ,
0x1f1f3,0x1f1f4	ਨਾਰਵੇ,
0x1f1f3,0x1f1f5	ਨੇਪਾਲ,
0x1f1f4,0x1f1f2	ਓਮਾਨ,
0x1f1f5,0x1f1e6	ਪਨਾਮਾ,
0x1f1f5,0x1f1ed	ਫਿਲੀਪੀਂਸ,
0x1f1f5,0x1f1f0	ਪਾਕਿਸਤਾਨ,
0x1f1f5,0x1f1f9	ਪੁਰ੍ਤਗਾਲ,
0x1f1f6,0x1f1e6	ਕਤਰ,
0x1f1f7,0x1f1f4	ਰੁਮਾਨੀਆ,
0x1f1f7,0x1f1fa	ਰੂਸ,
0x1f1f8,0x1f1ec	ਸਿੰਗਾਪੁਰ,
0x1f1f8,0x1f1f3	ਸੈਨੇਗਾਲ,
0x1f1f8,0x1f1f4	ਸੋਮਾਲੀਆ,
0x1f1f8,0x1f1f7	ਸੂਰੀਨਾਮ,ਸੂਰੀਨਾਮ,
0x1f1f8,0x1f1fe	ਸੀਰਿਆ,
0x1f1f9,0x1f1ec	ਟੋਗੋ,
0x1f1f9,0x1f1f2	ਤੁਰਕਮੇਨੀਸਤਾਨ,
0x1f1f9,0x1f1fb	ਤੁਵਾਲੂ,
0x1f1f9,0x1f1fc	ਤਾਇਵਾਨ,
0x1f1fa,0x1f1e6	ਯੂਕ੍ਰੇਨ,
0x1f1fa,0x1f1ec	ਯੂਗਾਂਡਾ,
0x1f1fa,0x1f1f3	ਸੰਯੁਕਤ ਰਾਸ਼ਟਰ,
0x1f1fb,0x1f1f3	ਵੀਅਤਨਾਮ,
0x1f1fb,0x1f1fa	ਵਾਨੂਆਟ,
0x1f1fd,0x1f1f0	ਕੋਸੋਵੋ,
0x1f1ff,0x1f1fc	ਜ਼ਿੰਬਾਬਵੇ,
